Statistic,Month,Age.Group,Sex,value
Seasonally Adjusted Monthly Unemployment Rate,1999 November,15 - 24 years,Female,7.2
Seasonally Adjusted Monthly Unemployment Rate,1999 November,15 - 74 years,Both sexes,5.3
Seasonally Adjusted Monthly Unemployment Rate,1999 November,15 - 74 years,Male,4.9
Seasonally Adjusted Monthly Unemployment Rate,1999 November,15 - 74 years,Female,5.8
Seasonally Adjusted Monthly Unemployment Rate,1999 November,25 - 74 years,Both sexes,4.6
Seasonally Adjusted Monthly Unemployment Rate,1999 November,25 - 74 years,Male,4.1
Seasonally Adjusted Monthly Unemployment Rate,1999 November,25 - 74 years,Female,5.4
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 24 years,Both sexes,7.5
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 24 years,Male,7.6
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 24 years,Female,7.3
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 74 years,Both sexes,5.2
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 74 years,Male,4.8
Seasonally Adjusted Monthly Unemployment Rate,1999 December,15 - 74 years,Female,5.7
Seasonally Adjusted Monthly Unemployment Rate,1999 December,25 - 74 years,Both sexes,4.5
Seasonally Adjusted Monthly Unemployment Rate,1999 December,25 - 74 years,Male,4.0
Seasonally Adjusted Monthly Unemployment Rate,1999 December,25 - 74 years,Female,5.1
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 24 years,Both sexes,7.3
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 24 years,Male,7.3
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 24 years,Female,7.3
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 74 years,Both sexes,4.9
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 74 years,Male,4.7
Seasonally Adjusted Monthly Unemployment Rate,2000 January,15 - 74 years,Female,5.3
Seasonally Adjusted Monthly Unemployment Rate,2000 January,25 - 74 years,Both sexes,4.2
Seasonally Adjusted Monthly Unemployment Rate,2000 January,25 - 74 years,Male,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 January,25 - 74 years,Female,4.6
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 24 years,Both sexes,7.2
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 24 years,Male,7.0
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 24 years,Female,7.4
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 74 years,Both sexes,4.8
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 74 years,Male,4.5
Seasonally Adjusted Monthly Unemployment Rate,2000 February,15 - 74 years,Female,5.2
Seasonally Adjusted Monthly Unemployment Rate,2000 February,25 - 74 years,Both sexes,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 February,25 - 74 years,Male,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000 February,25 - 74 years,Female,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 24 years,Both sexes,7.0
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 24 years,Male,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 24 years,Female,7.3
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 74 years,Both sexes,4.7
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 74 years,Male,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 March,15 - 74 years,Female,5.0
Seasonally Adjusted Monthly Unemployment Rate,2000 March,25 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 March,25 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000 March,25 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 24 years,Both sexes,7.0
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 24 years,Male,6.9
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 24 years,Female,7.1
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 74 years,Both sexes,4.7
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 74 years,Male,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 April,15 - 74 years,Female,5.2
Seasonally Adjusted Monthly Unemployment Rate,2000 April,25 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 April,25 - 74 years,Male,3.7
Seasonally Adjusted Monthly Unemployment Rate,2000 April,25 - 74 years,Female,4.5
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 24 years,Both sexes,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 24 years,Male,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 24 years,Female,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 74 years,Both sexes,4.6
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 74 years,Male,4.3
Seasonally Adjusted Monthly Unemployment Rate,2000 May,15 - 74 years,Female,5.0
Seasonally Adjusted Monthly Unemployment Rate,2000 May,25 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 May,25 - 74 years,Male,3.7
Seasonally Adjusted Monthly Unemployment Rate,2000 May,25 - 74 years,Female,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 24 years,Both sexes,6.7
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 24 years,Male,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 24 years,Female,6.6
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 74 years,Both sexes,4.5
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 74 years,Male,4.3
Seasonally Adjusted Monthly Unemployment Rate,2000 June,15 - 74 years,Female,4.9
Seasonally Adjusted Monthly Unemployment Rate,2000 June,25 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000 June,25 - 74 years,Male,3.6
Seasonally Adjusted Monthly Unemployment Rate,2000 June,25 - 74 years,Female,4.3
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 24 years,Both sexes,6.6
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 24 years,Male,6.8
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 24 years,Female,6.4
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 74 years,Both sexes,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 74 years,Male,4.2
Seasonally Adjusted Monthly Unemployment Rate,2000 July,15 - 74 years,Female,4.6
Seasonally Adjusted Monthly Unemployment Rate,2000 July,25 - 74 years,Both sexes,3.7
Seasonally Adjusted Monthly Unemployment Rate,2000 July,25 - 74 years,Male,3.5
Seasonally Adjusted Monthly Unemployment Rate,2000 July,25 - 74 years,Female,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 24 years,Both sexes,6.5
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 24 years,Male,6.7
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 24 years,Female,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 74 years,Both sexes,4.2
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 74 years,Male,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 August,15 - 74 years,Female,4.4
Seasonally Adjusted Monthly Unemployment Rate,2000 August,25 - 74 years,Both sexes,3.6
Seasonally Adjusted Monthly Unemployment Rate,2000 August,25 - 74 years,Male,3.4
Seasonally Adjusted Monthly Unemployment Rate,2000 August,25 - 74 years,Female,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 24 years,Both sexes,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 24 years,Male,6.4
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 24 years,Female,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 74 years,Both sexes,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 74 years,Male,4.0
Seasonally Adjusted Monthly Unemployment Rate,2000 September,15 - 74 years,Female,4.3
Seasonally Adjusted Monthly Unemployment Rate,2000 September,25 - 74 years,Both sexes,3.4
Seasonally Adjusted Monthly Unemployment Rate,2000 September,25 - 74 years,Male,3.3
Seasonally Adjusted Monthly Unemployment Rate,2000 September,25 - 74 years,Female,3.6
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 24 years,Both sexes,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 24 years,Male,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 24 years,Female,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000 October,15 - 74 years,Female,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 October,25 - 74 years,Both sexes,3.2
Seasonally Adjusted Monthly Unemployment Rate,2000 October,25 - 74 years,Male,3.2
Seasonally Adjusted Monthly Unemployment Rate,2000 October,25 - 74 years,Female,3.3
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 24 years,Both sexes,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 24 years,Male,6.1
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 24 years,Female,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 74 years,Male,3.7
Seasonally Adjusted Monthly Unemployment Rate,2000 November,15 - 74 years,Female,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 November,25 - 74 years,Both sexes,3.2
Seasonally Adjusted Monthly Unemployment Rate,2000 November,25 - 74 years,Male,3.1
Seasonally Adjusted Monthly Unemployment Rate,2000 November,25 - 74 years,Female,3.4
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 24 years,Both sexes,6.3
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 24 years,Male,6.4
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 24 years,Female,6.2
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2000 December,15 - 74 years,Female,4.1
Seasonally Adjusted Monthly Unemployment Rate,2000 December,25 - 74 years,Both sexes,3.2
Seasonally Adjusted Monthly Unemployment Rate,2000 December,25 - 74 years,Male,3.1
Seasonally Adjusted Monthly Unemployment Rate,2000 December,25 - 74 years,Female,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 24 years,Both sexes,6.3
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 24 years,Male,6.7
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 24 years,Female,5.9
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 January,15 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001 January,25 - 74 years,Both sexes,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001 January,25 - 74 years,Male,3.0
Seasonally Adjusted Monthly Unemployment Rate,2001 January,25 - 74 years,Female,3.7
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 24 years,Both sexes,6.4
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 24 years,Male,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 24 years,Female,5.9
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 February,15 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001 February,25 - 74 years,Both sexes,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001 February,25 - 74 years,Male,3.0
Seasonally Adjusted Monthly Unemployment Rate,2001 February,25 - 74 years,Female,3.7
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 24 years,Both sexes,6.5
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 24 years,Male,7.0
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 24 years,Female,6.0
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 March,15 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001 March,25 - 74 years,Both sexes,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001 March,25 - 74 years,Male,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001 March,25 - 74 years,Female,3.6
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 24 years,Both sexes,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 24 years,Male,7.1
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 24 years,Female,6.4
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 74 years,Both sexes,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 April,15 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001 April,25 - 74 years,Both sexes,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001 April,25 - 74 years,Male,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001 April,25 - 74 years,Female,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 24 years,Both sexes,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 24 years,Male,7.2
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 24 years,Female,6.5
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 74 years,Both sexes,4.0
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 74 years,Male,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 May,15 - 74 years,Female,4.2
Seasonally Adjusted Monthly Unemployment Rate,2001 May,25 - 74 years,Both sexes,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001 May,25 - 74 years,Male,2.9
Seasonally Adjusted Monthly Unemployment Rate,2001 May,25 - 74 years,Female,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 24 years,Both sexes,7.2
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 24 years,Male,7.6
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 24 years,Female,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 74 years,Both sexes,4.1
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 74 years,Male,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001 June,15 - 74 years,Female,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 June,25 - 74 years,Both sexes,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001 June,25 - 74 years,Male,3.0
Seasonally Adjusted Monthly Unemployment Rate,2001 June,25 - 74 years,Female,3.6
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 24 years,Both sexes,7.6
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 24 years,Male,8.1
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 24 years,Female,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 74 years,Both sexes,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 74 years,Male,4.1
Seasonally Adjusted Monthly Unemployment Rate,2001 July,15 - 74 years,Female,4.6
Seasonally Adjusted Monthly Unemployment Rate,2001 July,25 - 74 years,Both sexes,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001 July,25 - 74 years,Male,3.1
Seasonally Adjusted Monthly Unemployment Rate,2001 July,25 - 74 years,Female,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 24 years,Both sexes,7.7
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 24 years,Male,8.4
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 24 years,Female,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 74 years,Both sexes,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 74 years,Male,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001 August,15 - 74 years,Female,4.6
Seasonally Adjusted Monthly Unemployment Rate,2001 August,25 - 74 years,Both sexes,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001 August,25 - 74 years,Male,3.2
Seasonally Adjusted Monthly Unemployment Rate,2001 August,25 - 74 years,Female,3.9
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 24 years,Both sexes,7.8
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 24 years,Male,8.5
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 24 years,Female,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 74 years,Both sexes,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 74 years,Male,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 September,15 - 74 years,Female,4.5
Seasonally Adjusted Monthly Unemployment Rate,2001 September,25 - 74 years,Both sexes,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001 September,25 - 74 years,Male,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001 September,25 - 74 years,Female,3.8
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 24 years,Both sexes,7.9
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 24 years,Male,8.7
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 24 years,Female,6.8
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 74 years,Both sexes,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 74 years,Male,4.4
Seasonally Adjusted Monthly Unemployment Rate,2001 October,15 - 74 years,Female,4.3
Seasonally Adjusted Monthly Unemployment Rate,2001 October,25 - 74 years,Both sexes,3.4
Seasonally Adjusted Monthly Unemployment Rate,2001 October,25 - 74 years,Male,3.3
Seasonally Adjusted Monthly Unemployment Rate,2001 October,25 - 74 years,Female,3.5
Seasonally Adjusted Monthly Unemployment Rate,2001 November,15 - 24 years,Both sexes,8.0
Seasonally Adjusted Monthly Unemployment Rate,2001 November,15 - 24 years,Male,8.9
Seasonally Adjusted Monthly Unemployment Rate,2001 November,15 - 24 years,Female,6.9
Seasonally Adjusted Monthly Unemployment Rate,2001 November,15 - 74 years,Both sexes,4.4
